TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I liked how he started the class with an actual experience or lesson that he dealt with in the industry.,liked started class actual experience lesson dealt industry,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like the dynamic on the class and the way he also adds his own experiences in the lessons. I find it that sharing professional experiences gives the students a better look into what goes on in the actual work space instead of what is in just the classroom.,like dynamic class way also adds experiences lessons find sharing professional experiences gives students better look goes actual work space instead classroom,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciated the applicable real-life scenarios Todd would give us at the beginning of each class.,appreciated applicable real life scenarios [person] would give beginning class,Positive
Instructor,Todd Nichols,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I don't know i just felt like i could understand what you were talking about.,know felt like could understand talking,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I really liked building an application that's web-based, as it was really my first time creating something like that. Since it's just a project class, it's kind of hard to give feedback on it and its curriculum, but it was overall a fun and enjoyable class.",really liked building application web based really first time creating something like since project class kind hard give feedback curriculum overall fun enjoyable class,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"a little double edged sword was the requirement for all group members to operate in both front and back end. As much as I would rather stay in the back end, it was important to get an understanding of how the front end works and be able to do something in it.",little double edged sword requirement group members operate front back end much would rather stay back end important get understanding front end works able something,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"It was a fun process through and through. By not picking our partners, we are forced to learn more diverse collaboration tactics that were fun to explore.",fun process not picking partners forced learn diverse collaboration tactics fun explore,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"This course was passed down from another instructor and some of the assignments were not very clear, or seemed to have inconsistent requirements and expectations. The instructor had to clear them up, but for future reference, allowing the instructor ample time to sort through the assignments before the course would benefit this course greatly.",course passed another instructor assignments not clear seemed inconsistent requirements expectations instructor clear future reference allowing instructor ample time sort assignments course would benefit course greatly,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,i enjoyed the content of the course,enjoyed content course,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_e6a48d0e84,What aspects of this course would you like to see improved?,i wish it was a quarter class and not a sprint,wish quarter class not sprint,Positive
Course,,PRO150-SC2 2,Web-Based Software Projects - Section C2,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The time, I was heading back at 8pm after being at school after being there since 9am",time heading back 8pm school since 9am,Positive
